Czas	Kanał A
(us)	(V)

63.64400498	-0.01635792
63.64600498	-0.01904355
63.64800498	-0.01904355
63.65000498	-0.01904355
63.65200498	-0.01904355
63.65400498	-0.02044740
63.65600498	-0.01635792
63.65800498	-0.02179022
63.66000498	-0.01770074
63.66200498	-0.02044740
63.66400498	-0.02044740
63.66600498	-0.01904355
63.66800498	-0.01770074
63.67000498	-0.02313303
63.67200498	-0.02179022
63.67400498	-0.02313303
63.67600498	-0.02044740
63.67800498	-0.02044740
63.68000498	-0.01904355
63.68200498	-0.02044740
63.68400498	-0.02179022
63.68600498	-0.02587970
63.68800498	-0.01904355
63.69000498	-0.01904355
63.69200498	-0.02044740
63.69400498	-0.02587970
63.69600498	-0.02447584
63.69800498	-0.01770074
63.70000498	-0.01904355
63.70200498	-0.01770074
63.70400498	-0.01904355
63.70600498	-0.02044740
63.70800498	-0.02179022
63.71000498	-0.02313303
63.71200498	-0.02313303
63.71400498	-0.02044740
63.71600498	-0.02044740
63.71800498	-0.02044740
63.72000498	-0.01904355
63.72200498	-0.02179022
63.72400498	-0.01904355
63.72600498	-0.02044740
63.72800498	-0.02044740
63.73000498	-0.02179022
63.73200498	-0.01904355
63.73400498	-0.02044740
63.73600498	-0.01904355
63.73800498	-0.02179022
63.74000498	-0.02044740
63.74200498	-0.02447584
63.74400498	-0.02179022
63.74600498	-0.01770074
63.74800498	-0.01770074
63.75000498	-0.02044740
63.75200498	-0.01635792
63.75400498	-0.02044740
63.75600498	-0.01770074
63.75800498	-0.01904355
63.76000498	-0.02313303
63.76200498	-0.02044740
63.76400498	-0.02179022
63.76600498	-0.02313303
63.76800498	-0.02179022
63.77000498	-0.02587970
63.77200498	-0.02313303
63.77400498	-0.02587970
63.77600498	-0.02447584
63.77800498	-0.02179022
63.78000498	-0.02044740
63.78200498	-0.01770074
63.78400498	-0.01635792
63.78600498	-0.01904355
63.78800498	-0.01770074
63.79000498	-0.01904355
63.79200498	-0.02044740
63.79400498	-0.01904355
63.79600498	-0.02179022
63.79800498	-0.02044740
63.80000498	-0.01770074
63.80200498	-0.01904355
63.80400498	-0.01904355
63.80600498	-0.01770074
63.80800498	-0.02044740
63.81000498	-0.01904355
63.81200498	-0.02044740
63.81400498	-0.01770074
63.81600498	-0.01770074
63.81800498	-0.02044740
63.82000498	-0.01904355
63.82200498	-0.01770074
63.82400498	-0.02587970
63.82600498	-0.02313303
63.82800498	-0.02447584
63.83000498	-0.02722251
63.83200498	-0.02447584
63.83400498	-0.02313303
63.83600498	-0.02447584
63.83800498	-0.02044740
63.84000498	-0.02313303
63.84200498	-0.01904355
63.84400498	-0.02179022
63.84600498	-0.01904355
63.84800498	-0.01770074
63.85000497	-0.01770074
63.85200497	-0.01904355
63.85400497	-0.02587970
63.85600497	-0.02313303
63.85800497	-0.02447584
63.86000497	-0.02044740
63.86200497	-0.02179022
63.86400497	-0.02313303
63.86600497	-0.02447584
63.86800497	-0.02179022
63.87000497	-0.02179022
63.87200497	-0.02313303
63.87400497	-0.01635792
63.87600497	-0.01495407
63.87800497	-0.01495407
63.88000497	-0.01495407
63.88200497	-0.01770074
63.88400497	-0.01904355
63.88600497	-0.02044740
63.88800497	-0.01770074
